concept,xpath,frequency
"project_relatedProject_personnel_onlineUrl","/eml/dataset/project/relatedProject/personnel/onlineUrl",8
"methods_sampling_citation_creator_onlineUrl","/eml/dataset/methods/sampling/citation/creator/onlineUrl",2
"coverage_taxonomicCoverage_taxonomicSystem_classificationSystem_classificationSystemCitation_creator_onlineUrl","/eml/dataset/coverage/taxonomicCoverage/taxonomicSystem/classificationSystem/classificationSystemCitation/creator/onlineUrl",2
"coverage_taxonomicCoverage_taxonomicSystem_classificationSystem_classificationSystemCitation_generic_publisher_onlineUrl","/eml/dataset/coverage/taxonomicCoverage/taxonomicSystem/classificationSystem/classificationSystemCitation/generic/publisher/onlineUrl",2
"methods_methodStep_citation_creator_onlineUrl","/eml/dataset/methods/methodStep/citation/creator/onlineUrl",2
"methods_methodStep_software_creator_onlineUrl","/eml/dataset/methods/methodStep/software/creator/onlineUrl",1
"methods_methodStep_citation_article_publisher_onlineUrl","/eml/dataset/methods/methodStep/citation/article/publisher/onlineUrl",1
"methods_sampling_citation_article_publisher_onlineUrl","/eml/dataset/methods/sampling/citation/article/publisher/onlineUrl",1
"creator_organizationName","/eml/dataset/creator/organizationName",7983
"contact_organizationName","/eml/dataset/contact/organizationName",7520
"associatedParty_organizationName","/eml/dataset/associatedParty/organizationName",4564
"project_personnel_organizationName","/eml/dataset/project/personnel/organizationName",4509
"publisher_organizationName","/eml/dataset/publisher/organizationName",3692
"metadataProvider_organizationName","/eml/dataset/metadataProvider/organizationName",3465
"project_relatedProject_personnel_organizationName","/eml/dataset/project/relatedProject/personnel/organizationName",1613
"dataTable_methods_methodStep_software_associatedParty_organizationName","/eml/dataset/dataTable/methods/methodStep/software/associatedParty/organizationName",880
"methods_methodStep_dataSource_creator_organizationName","/eml/dataset/methods/methodStep/dataSource/creator/organizationName",433
"methods_methodStep_dataSource_contact_organizationName","/eml/dataset/methods/methodStep/dataSource/contact/organizationName",285
"methods_methodStep_protocol_creator_organizationName","/eml/dataset/methods/methodStep/protocol/creator/organizationName",121
"methods_methodStep_citation_report_publisher_organizationName","/eml/dataset/methods/methodStep/citation/report/publisher/organizationName",50
"spatialVector_attributeList_attribute_measurementScale_nominal_nonNumericDomain_enumeratedDomain_externalCodeSet_citation_generic_publisher_organizationName","/eml/dataset/spatialVector/attributeList/attribute/measurementScale/nominal/nonNumericDomain/enumeratedDomain/externalCodeSet/citation/generic/publisher/organizationName",35
"spatialVector_attributeList_attribute_measurementScale_nominal_nonNumericDomain_enumeratedDomain_externalCodeSet_citation_creator_organizationName","/eml/dataset/spatialVector/attributeList/attribute/measurementScale/nominal/nonNumericDomain/enumeratedDomain/externalCodeSet/citation/creator/organizationName",35
"methods_methodStep_citation_book_publisher_organizationName","/eml/dataset/methods/methodStep/citation/book/publisher/organizationName",22
"methods_methodStep_citation_creator_organizationName","/eml/dataset/methods/methodStep/citation/creator/organizationName",20
"methods_methodStep_citation_thesis_institution_organizationName","/eml/dataset/methods/methodStep/citation/thesis/institution/organizationName",19
"methods_methodStep_citation_chapter_publisher_organizationName","/eml/dataset/methods/methodStep/citation/chapter/publisher/organizationName",16
"methods_methodStep_citation_article_publisher_organizationName","/eml/dataset/methods/methodStep/citation/article/publisher/organizationName",15
"project_designDescription_citation_book_publisher_organizationName","/eml/dataset/project/designDescription/citation/book/publisher/organizationName",11
"project_designDescription_citation_creator_organizationName","/eml/dataset/project/designDescription/citation/creator/organizationName",11
"spatialVector_methods_methodStep_dataSource_contact_organizationName","/eml/dataset/spatialVector/methods/methodStep/dataSource/contact/organizationName",9
"spatialVector_methods_methodStep_dataSource_creator_organizationName","/eml/dataset/spatialVector/methods/methodStep/dataSource/creator/organizationName",9
"methods_methodStep_citation_editedBook_publisher_organizationName","/eml/dataset/methods/methodStep/citation/editedBook/publisher/organizationName",7
"dataTable_methods_methodStep_software_creator_organizationName","/eml/dataset/dataTable/methods/methodStep/software/creator/organizationName",3
"methods_sampling_citation_creator_organizationName","/eml/dataset/methods/sampling/citation/creator/organizationName",2
"_eml_additionalMetadata_metadata_citation_article_publisher_organizationName","/eml/additionalMetadata/metadata/citation/article/publisher/organizationName",2
"coverage_taxonomicCoverage_taxonomicSystem_classificationSystem_classificationSystemCitation_creator_organizationName","/eml/dataset/coverage/taxonomicCoverage/taxonomicSystem/classificationSystem/classificationSystemCitation/creator/organizationName",2
"coverage_taxonomicCoverage_taxonomicSystem_classificationSystem_classificationSystemCitation_generic_publisher_organizationName","/eml/dataset/coverage/taxonomicCoverage/taxonomicSystem/classificationSystem/classificationSystemCitation/generic/publisher/organizationName",2
"methods_methodStep_software_associatedParty_organizationName","/eml/dataset/methods/methodStep/software/associatedParty/organizationName",1
"methods_methodStep_citation_manuscript_institution_organizationName","/eml/dataset/methods/methodStep/citation/manuscript/institution/organizationName",1
"methods_methodStep_citation_generic_publisher_organizationName","/eml/dataset/methods/methodStep/citation/generic/publisher/organizationName",1
"methods_sampling_citation_article_publisher_organizationName","/eml/dataset/methods/sampling/citation/article/publisher/organizationName",1
"methods_sampling_citation_contact_organizationName","/eml/dataset/methods/sampling/citation/contact/organizationName",1
"coverage_taxonomicCoverage_taxonomicSystem_classificationSystem_classificationSystemCitation_book_publisher_organizationName","/eml/dataset/coverage/taxonomicCoverage/taxonomicSystem/classificationSystem/classificationSystemCitation/book/publisher/organizationName",1
"methods_methodStep_citation_contact_organizationName","/eml/dataset/methods/methodStep/citation/contact/organizationName",1
"dataTable_methods_methodStep_subStep_description_para","/eml/dataset/dataTable/methods/methodStep/subStep/description/para",223399
"methods_methodStep_description_para","/eml/dataset/methods/methodStep/description/para",17337
"methods_methodStep_description_section_para","/eml/dataset/methods/methodStep/description/section/para",12876
"intellectualRights_section_para","/eml/dataset/intellectualRights/section/para",11771
"methods_methodStep_description_para_itemizedlist_listitem","/eml/dataset/methods/methodStep/description/para/itemizedlist/listitem",10386
"methods_methodStep_description_para_itemizedlist_listitem_para","/eml/dataset/methods/methodStep/description/para/itemizedlist/listitem/para",10386
"abstract_para","/eml/dataset/abstract/para",9426
"intellectualRights_section_para_itemizedlist_listitem_para","/eml/dataset/intellectualRights/section/para/itemizedlist/listitem/para",6574
"intellectualRights_section_para_itemizedlist_listitem","/eml/dataset/intellectualRights/section/para/itemizedlist/listitem",6458
"methods_methodStep_description_para_itemizedlist","/eml/dataset/methods/methodStep/description/para/itemizedlist",5137
"methods_methodStep_description_para_itemizedlist_listitem_para_literalLayout","/eml/dataset/methods/methodStep/description/para/itemizedlist/listitem/para/literalLayout",5103
"intellectualRights_para","/eml/dataset/intellectualRights/para",4184
"otherEntity_methods_methodStep_description_section_para","/eml/dataset/otherEntity/methods/methodStep/description/section/para",3381
"project_funding_para","/eml/dataset/project/funding/para",3348
"maintenance_description_para","/eml/dataset/maintenance/description/para",3234
"methods_sampling_samplingDescription_section_para","/eml/dataset/methods/sampling/samplingDescription/section/para",3062
"abstract_section_para","/eml/dataset/abstract/section/para",2821
"intellectualRights_para_itemizedlist_listitem_para","/eml/dataset/intellectualRights/para/itemizedlist/listitem/para",2576
"intellectualRights_para_itemizedlist_listitem","/eml/dataset/intellectualRights/para/itemizedlist/listitem",2574
"project_abstract_para","/eml/dataset/project/abstract/para",2389
"methods_methodStep_description_section_para_literalLayout","/eml/dataset/methods/methodStep/description/section/para/literalLayout",1753
"spatialRaster_spatialReference_horizCoordSysDef_projCoordSys_projection_parameter","/eml/dataset/spatialRaster/spatialReference/horizCoordSysDef/projCoordSys/projection/parameter",1636
"spatialVector_spatialReference_horizCoordSysDef_projCoordSys_projection_parameter","/eml/dataset/spatialVector/spatialReference/horizCoordSysDef/projCoordSys/projection/parameter",1600
"abstract_section_para_literalLayout","/eml/dataset/abstract/section/para/literalLayout",1514
"additionalInfo_para","/eml/dataset/additionalInfo/para",1382
"intellectualRights_section_para_literalLayout","/eml/dataset/intellectualRights/section/para/literalLayout",1381
"dataTable_attributeList_attribute_methods_methodStep_description_para","/eml/dataset/dataTable/attributeList/attribute/methods/methodStep/description/para",1332
"maintenance_description_section_para","/eml/dataset/maintenance/description/section/para",1321
"dataTable_methods_qualityControl_description_para","/eml/dataset/dataTable/methods/qualityControl/description/para",1281
"dataTable_methods_methodStep_description_para","/eml/dataset/dataTable/methods/methodStep/description/para",1253
"maintenance_description_para_literalLayout","/eml/dataset/maintenance/description/para/literalLayout",1202
"methods_methodStep_description_section_para_itemizedlist_listitem_para","/eml/dataset/methods/methodStep/description/section/para/itemizedlist/listitem/para",1040
"methods_methodStep_description_section_para_itemizedlist_listitem","/eml/dataset/methods/methodStep/description/section/para/itemizedlist/listitem",1022
"intellectualRights_section_para_itemizedlist","/eml/dataset/intellectualRights/section/para/itemizedlist",1021
"dataTable_methods_methodStep_software_abstract_para","/eml/dataset/dataTable/methods/methodStep/software/abstract/para",883
"spatialRaster_methods_methodStep_description_para","/eml/dataset/spatialRaster/methods/methodStep/description/para",702
"methods_methodStep_description_para_emphasis","/eml/dataset/methods/methodStep/description/para/emphasis",661
"purpose_para","/eml/dataset/purpose/para",570
"intellectualRights_para_itemizedlist","/eml/dataset/intellectualRights/para/itemizedlist",565
"project_abstract_para_literalLayout","/eml/dataset/project/abstract/para/literalLayout",529
"additionalInfo_section_para","/eml/dataset/additionalInfo/section/para",502
"otherEntity_additionalInfo_section_para","/eml/dataset/otherEntity/additionalInfo/section/para",499
"project_abstract_section_para","/eml/dataset/project/abstract/section/para",483
"methods_sampling_samplingDescription_para","/eml/dataset/methods/sampling/samplingDescription/para",455
"additionalInfo_para_literalLayout","/eml/dataset/additionalInfo/para/literalLayout",429
"project_relatedProject_abstract_para","/eml/dataset/project/relatedProject/abstract/para",405
"project_relatedProject_funding_para","/eml/dataset/project/relatedProject/funding/para",387
"methods_methodStep_description_para_literalLayout","/eml/dataset/methods/methodStep/description/para/literalLayout",387
"dataTable_methods_methodStep_description_section_para","/eml/dataset/dataTable/methods/methodStep/description/section/para",354
"methods_sampling_studyExtent_description_para","/eml/dataset/methods/sampling/studyExtent/description/para",350
"spatialVector_methods_methodStep_description_para","/eml/dataset/spatialVector/methods/methodStep/description/para",349
"intellectualRights_para_itemizedlist_listitem_para_literalLayout","/eml/dataset/intellectualRights/para/itemizedlist/listitem/para/literalLayout",336
"project_funding_section_para","/eml/dataset/project/funding/section/para",334
"methods_qualityControl_description_para","/eml/dataset/methods/qualityControl/description/para",307
"methods_methodStep_description_section_para_orderedlist_listitem_para","/eml/dataset/methods/methodStep/description/section/para/orderedlist/listitem/para",280
"methods_methodStep_description_section_para_orderedlist_listitem","/eml/dataset/methods/methodStep/description/section/para/orderedlist/listitem",276
"methods_methodStep_description_section_para_emphasis","/eml/dataset/methods/methodStep/description/section/para/emphasis",236
"methods_methodStep_description_section_section_para","/eml/dataset/methods/methodStep/description/section/section/para",231
"methods_methodStep_description_para_orderedlist_listitem","/eml/dataset/methods/methodStep/description/para/orderedlist/listitem",219
"methods_methodStep_description_para_orderedlist_listitem_para","/eml/dataset/methods/methodStep/description/para/orderedlist/listitem/para",219
"purpose_para_literalLayout","/eml/dataset/purpose/para/literalLayout",212
"abstract_para_emphasis","/eml/dataset/abstract/para/emphasis",205
"project_abstract_section_para_emphasis","/eml/dataset/project/abstract/section/para/emphasis",202
"dataTable_methods_methodStep_description_section_para_literalLayout","/eml/dataset/dataTable/methods/methodStep/description/section/para/literalLayout",202
"methods_methodStep_description_para_subscript","/eml/dataset/methods/methodStep/description/para/subscript",201
"project_designDescription_description_section_para","/eml/dataset/project/designDescription/description/section/para",200
"intellectualRights_section_para_itemizedlist_listitem_para_literalLayout","/eml/dataset/intellectualRights/section/para/itemizedlist/listitem/para/literalLayout",200
"dataTable_additionalInfo_section_para","/eml/dataset/dataTable/additionalInfo/section/para",199
"project_abstract_section_para_itemizedlist_listitem_para","/eml/dataset/project/abstract/section/para/itemizedlist/listitem/para",197
"project_abstract_section_para_itemizedlist_listitem","/eml/dataset/project/abstract/section/para/itemizedlist/listitem",197
"abstract_para_superscript","/eml/dataset/abstract/para/superscript",189
"intellectualRights_para_ulink","/eml/dataset/intellectualRights/para/ulink",160
"methods_methodStep_description_para_superscript","/eml/dataset/methods/methodStep/description/para/superscript",156
"methods_methodStep_description_section_para_itemizedlist","/eml/dataset/methods/methodStep/description/section/para/itemizedlist",149
"additionalInfo_section_para_orderedlist_listitem","/eml/dataset/additionalInfo/section/para/orderedlist/listitem",147
"additionalInfo_section_para_orderedlist_listitem_para","/eml/dataset/additionalInfo/section/para/orderedlist/listitem/para",147
"methods_qualityControl_description_para_literalLayout","/eml/dataset/methods/qualityControl/description/para/literalLayout",141
"spatialVector_methods_methodStep_description_section_para","/eml/dataset/spatialVector/methods/methodStep/description/section/para",136
"methods_methodStep_description_section_section_para_itemizedlist_listitem_para","/eml/dataset/methods/methodStep/description/section/section/para/itemizedlist/listitem/para",125
"methods_methodStep_description_section_section_para_itemizedlist_listitem","/eml/dataset/methods/methodStep/description/section/section/para/itemizedlist/listitem",125
"methods_methodStep_protocol_proceduralStep_description_para","/eml/dataset/methods/methodStep/protocol/proceduralStep/description/para",119
"methods_methodStep_description_section_para_itemizedlist_listitem_para_itemizedlist_listitem_para","/eml/dataset/methods/methodStep/description/section/para/itemizedlist/listitem/para/itemizedlist/listitem/para",114
"methods_methodStep_description_section_para_itemizedlist_listitem_para_itemizedlist_listitem","/eml/dataset/methods/methodStep/description/section/para/itemizedlist/listitem/para/itemizedlist/listitem",114
"methods_methodStep_description_section_para_subscript","/eml/dataset/methods/methodStep/description/section/para/subscript",113
"intellectualRights_section_section_para","/eml/dataset/intellectualRights/section/section/para",112
"methods_methodStep_description_section_para_superscript","/eml/dataset/methods/methodStep/description/section/para/superscript",107
"additionalInfo_section_para_literalLayout","/eml/dataset/additionalInfo/section/para/literalLayout",100
"abstract_para_orderedlist_listitem","/eml/dataset/abstract/para/orderedlist/listitem",71
"dataTable_additionalInfo_section_para_itemizedlist_listitem_para","/eml/dataset/dataTable/additionalInfo/section/para/itemizedlist/listitem/para",71
"abstract_para_orderedlist_listitem_para","/eml/dataset/abstract/para/orderedlist/listitem/para",71
"additionalInfo_section_para_orderedlist","/eml/dataset/additionalInfo/section/para/orderedlist",69
"intellectualRights_section_para_itemizedlist_listitem_itemizedlist_listitem_para","/eml/dataset/intellectualRights/section/para/itemizedlist/listitem/itemizedlist/listitem/para",68
"intellectualRights_section_para_itemizedlist_listitem_itemizedlist_listitem","/eml/dataset/intellectualRights/section/para/itemizedlist/listitem/itemizedlist/listitem",68
"abstract_para_subscript","/eml/dataset/abstract/para/subscript",67
"_eml_additionalMetadata_metadata_additionalDataset_projectHypotheses_para","/eml/additionalMetadata/metadata/additionalDataset/projectHypotheses/para",60
"additionalInfo_para_emphasis","/eml/dataset/additionalInfo/para/emphasis",59
"dataTable_additionalInfo_para","/eml/dataset/dataTable/additionalInfo/para",59
"methods_methodStep_description_section_para_orderedlist","/eml/dataset/methods/methodStep/description/section/para/orderedlist",57
"methods_methodStep_description_section_para_ulink","/eml/dataset/methods/methodStep/description/section/para/ulink",57
"project_abstract_section_para_itemizedlist","/eml/dataset/project/abstract/section/para/itemizedlist",53
"methods_methodStep_description_section_section_para_orderedlist_listitem_para","/eml/dataset/methods/methodStep/description/section/section/para/orderedlist/listitem/para",50
"methods_methodStep_description_section_section_para_orderedlist_listitem","/eml/dataset/methods/methodStep/description/section/section/para/orderedlist/listitem",50
"methods_qualityControl_description_section_para","/eml/dataset/methods/qualityControl/description/section/para",47
"maintenance_description_section_para_literalLayout","/eml/dataset/maintenance/description/section/para/literalLayout",44
"methods_methodStep_description_para_ulink","/eml/dataset/methods/methodStep/description/para/ulink",44
"methods_methodStep_description_section_para_itemizedlist_listitem_para_subscript","/eml/dataset/methods/methodStep/description/section/para/itemizedlist/listitem/para/subscript",44
"abstract_section_para_emphasis","/eml/dataset/abstract/section/para/emphasis",42
"abstract_para_ulink","/eml/dataset/abstract/para/ulink",39
"dataTable_additionalInfo_section_para_itemizedlist_listitem","/eml/dataset/dataTable/additionalInfo/section/para/itemizedlist/listitem",39
"abstract_section_para_ulink","/eml/dataset/abstract/section/para/ulink",37
"dataTable_methods_qualityControl_description_para_literalLayout","/eml/dataset/dataTable/methods/qualityControl/description/para/literalLayout",35
"methods_methodStep_description_para_orderedlist","/eml/dataset/methods/methodStep/description/para/orderedlist",35
"abstract_section_para_subscript","/eml/dataset/abstract/section/para/subscript",32
"dataTable_additionalInfo_section_para_itemizedlist","/eml/dataset/dataTable/additionalInfo/section/para/itemizedlist",28
"methods_methodStep_protocol_abstract_para","/eml/dataset/methods/methodStep/protocol/abstract/para",27
"methods_methodStep_description_section_para_itemizedlist_listitem_para_emphasis","/eml/dataset/methods/methodStep/description/section/para/itemizedlist/listitem/para/emphasis",26
"otherEntity_methods_methodStep_description_section_para_literalLayout","/eml/dataset/otherEntity/methods/methodStep/description/section/para/literalLayout",26
"methods_methodStep_description_section_para_itemizedlist_listitem_para_superscript","/eml/dataset/methods/methodStep/description/section/para/itemizedlist/listitem/para/superscript",26
"methods_methodStep_description_section_section_section_para_orderedlist_listitem_para","/eml/dataset/methods/methodStep/description/section/section/section/para/orderedlist/listitem/para",23
"methods_methodStep_description_section_section_section_para_orderedlist_listitem","/eml/dataset/methods/methodStep/description/section/section/section/para/orderedlist/listitem",23
"otherEntity_additionalInfo_para","/eml/dataset/otherEntity/additionalInfo/para",22
"_eml_additionalMetadata_metadata_additionalDataset_datasetPurpose_para","/eml/additionalMetadata/metadata/additionalDataset/datasetPurpose/para",21
"methods_methodStep_description_section_para_orderedlist_listitem_para_ulink","/eml/dataset/methods/methodStep/description/section/para/orderedlist/listitem/para/ulink",21
"additionalInfo_para_itemizedlist_listitem_para","/eml/dataset/additionalInfo/para/itemizedlist/listitem/para",21
"additionalInfo_para_itemizedlist_listitem","/eml/dataset/additionalInfo/para/itemizedlist/listitem",21
"methods_methodStep_description_section_para_itemizedlist_listitem_para_itemizedlist","/eml/dataset/methods/methodStep/description/section/para/itemizedlist/listitem/para/itemizedlist",18
"project_relatedProject_funding_section_para","/eml/dataset/project/relatedProject/funding/section/para",18
"dataTable_methods_methodStep_description_section_section_para","/eml/dataset/dataTable/methods/methodStep/description/section/section/para",17
"intellectualRights_section_para_itemizedlist_listitem_itemizedlist","/eml/dataset/intellectualRights/section/para/itemizedlist/listitem/itemizedlist",17
"methods_methodStep_description_section_section_para_literalLayout","/eml/dataset/methods/methodStep/description/section/section/para/literalLayout",17
"intellectualRights_para_orderedlist_listitem_para","/eml/dataset/intellectualRights/para/orderedlist/listitem/para",16
"abstract_section_para_superscript","/eml/dataset/abstract/section/para/superscript",16
"intellectualRights_para_orderedlist_listitem","/eml/dataset/intellectualRights/para/orderedlist/listitem",16
"methods_sampling_samplingDescription_para_itemizedlist_listitem","/eml/dataset/methods/sampling/samplingDescription/para/itemizedlist/listitem",13
"methods_methodStep_description_section_section_para_itemizedlist","/eml/dataset/methods/methodStep/description/section/section/para/itemizedlist",13
"methods_methodStep_description_para_itemizedlist_listitem_para_subscript","/eml/dataset/methods/methodStep/description/para/itemizedlist/listitem/para/subscript",13
"methods_sampling_samplingDescription_para_itemizedlist_listitem_para","/eml/dataset/methods/sampling/samplingDescription/para/itemizedlist/listitem/para",13
"methods_methodStep_description_section_section_para_emphasis","/eml/dataset/methods/methodStep/description/section/section/para/emphasis",12
"methods_sampling_studyExtent_description_para_superscript","/eml/dataset/methods/sampling/studyExtent/description/para/superscript",11
"methods_methodStep_dataSource_additionalInfo_para","/eml/dataset/methods/methodStep/dataSource/additionalInfo/para",11
"methods_methodStep_description_section_section_section_para","/eml/dataset/methods/methodStep/description/section/section/section/para",10
"abstract_para_itemizedlist_listitem","/eml/dataset/abstract/para/itemizedlist/listitem",10
"methods_sampling_samplingDescription_para_orderedlist_listitem","/eml/dataset/methods/sampling/samplingDescription/para/orderedlist/listitem",10
"project_abstract_para_emphasis","/eml/dataset/project/abstract/para/emphasis",10
"methods_sampling_samplingDescription_para_orderedlist_listitem_para","/eml/dataset/methods/sampling/samplingDescription/para/orderedlist/listitem/para",10
"abstract_para_itemizedlist_listitem_para","/eml/dataset/abstract/para/itemizedlist/listitem/para",10
"methods_methodStep_software_additionalInfo_section_para","/eml/dataset/methods/methodStep/software/additionalInfo/section/para",9
"project_relatedProject_abstract_section_para","/eml/dataset/project/relatedProject/abstract/section/para",9
"project_relatedProject_abstract_section_para_emphasis","/eml/dataset/project/relatedProject/abstract/section/para/emphasis",9
"methods_methodStep_description_section_para_orderedlist_listitem_para_itemizedlist_listitem","/eml/dataset/methods/methodStep/description/section/para/orderedlist/listitem/para/itemizedlist/listitem",8
"abstract_para_itemizedlist_listitem_para_superscript","/eml/dataset/abstract/para/itemizedlist/listitem/para/superscript",8
"methods_methodStep_description_section_para_orderedlist_listitem_para_emphasis","/eml/dataset/methods/methodStep/description/section/para/orderedlist/listitem/para/emphasis",8
"abstract_para_orderedlist","/eml/dataset/abstract/para/orderedlist",7
"dataTable_additionalInfo_section_para_itemizedlist_listitem_para_literalLayout","/eml/dataset/dataTable/additionalInfo/section/para/itemizedlist/listitem/para/literalLayout",7
"dataTable_additionalInfo_section_para_literalLayout","/eml/dataset/dataTable/additionalInfo/section/para/literalLayout",6
"methods_methodStep_description_section_para_orderedlist_listitem_para_itemizedlist_listitem_orderedlist","/eml/dataset/methods/methodStep/description/section/para/orderedlist/listitem/para/itemizedlist/listitem/orderedlist",6
"methods_methodStep_description_section_section_para_orderedlist","/eml/dataset/methods/methodStep/description/section/section/para/orderedlist",6
"abstract_section_para_orderedlist_listitem_para","/eml/dataset/abstract/section/para/orderedlist/listitem/para",6
"methods_methodStep_description_section_para_orderedlist_listitem_para_itemizedlist_listitem_orderedlist_listitem_para","/eml/dataset/methods/methodStep/description/section/para/orderedlist/listitem/para/itemizedlist/listitem/orderedlist/listitem/para",6
"methods_methodStep_description_section_para_orderedlist_listitem_para_itemizedlist_listitem_orderedlist_listitem","/eml/dataset/methods/methodStep/description/section/para/orderedlist/listitem/para/itemizedlist/listitem/orderedlist/listitem",6
"intellectualRights_section_para_orderedlist_listitem_para","/eml/dataset/intellectualRights/section/para/orderedlist/listitem/para",6
"intellectualRights_section_para_orderedlist_listitem","/eml/dataset/intellectualRights/section/para/orderedlist/listitem",6
"methods_sampling_samplingDescription_para_superscript","/eml/dataset/methods/sampling/samplingDescription/para/superscript",6
"abstract_para_itemizedlist_listitem_para_emphasis","/eml/dataset/abstract/para/itemizedlist/listitem/para/emphasis",6
"abstract_section_para_orderedlist_listitem","/eml/dataset/abstract/section/para/orderedlist/listitem",6
"methods_sampling_samplingDescription_para_subscript","/eml/dataset/methods/sampling/samplingDescription/para/subscript",6
"methods_methodStep_description_section_para_itemizedlist_listitem_para_ulink","/eml/dataset/methods/methodStep/description/section/para/itemizedlist/listitem/para/ulink",6
"spatialRaster_methods_methodStep_description_para_literalLayout","/eml/dataset/spatialRaster/methods/methodStep/description/para/literalLayout",6
"dataTable_attributeList_attribute_methods_methodStep_description_section_section_para","/eml/dataset/dataTable/attributeList/attribute/methods/methodStep/description/section/section/para",5
"methods_methodStep_description_section_section_para_itemizedlist_listitem_para_literalLayout","/eml/dataset/methods/methodStep/description/section/section/para/itemizedlist/listitem/para/literalLayout",5
"spatialRaster_methods_methodStep_description_para_ulink","/eml/dataset/spatialRaster/methods/methodStep/description/para/ulink",5
"methods_sampling_samplingDescription_para_emphasis","/eml/dataset/methods/sampling/samplingDescription/para/emphasis",5
"methods_methodStep_software_additionalInfo_section_para_literalLayout","/eml/dataset/methods/methodStep/software/additionalInfo/section/para/literalLayout",5
"intellectualRights_para_literalLayout","/eml/dataset/intellectualRights/para/literalLayout",4
"purpose_section_para","/eml/dataset/purpose/section/para",4
"spatialRaster_methods_methodStep_description_section_para","/eml/dataset/spatialRaster/methods/methodStep/description/section/para",4
"dataTable_methods_methodStep_description_section_section_section_para","/eml/dataset/dataTable/methods/methodStep/description/section/section/section/para",4
"methods_methodStep_description_section_para_orderedlist_listitem_para_itemizedlist","/eml/dataset/methods/methodStep/description/section/para/orderedlist/listitem/para/itemizedlist",4
"methods_methodStep_description_section_para_orderedlist_listitem_para_superscript","/eml/dataset/methods/methodStep/description/section/para/orderedlist/listitem/para/superscript",4
"methods_methodStep_dataSource_maintenance_description_para","/eml/dataset/methods/methodStep/dataSource/maintenance/description/para",3
"methods_methodStep_citation_abstract_para","/eml/dataset/methods/methodStep/citation/abstract/para",3
"purpose_para_subscript","/eml/dataset/purpose/para/subscript",3
"abstract_section_para_itemizedlist_listitem","/eml/dataset/abstract/section/para/itemizedlist/listitem",3
"abstract_para_itemizedlist","/eml/dataset/abstract/para/itemizedlist",3
"dataTable_methods_sampling_samplingDescription_para","/eml/dataset/dataTable/methods/sampling/samplingDescription/para",3
"abstract_para_literalLayout","/eml/dataset/abstract/para/literalLayout",3
"dataTable_attributeList_attribute_methods_methodStep_description_para_literalLayout","/eml/dataset/dataTable/attributeList/attribute/methods/methodStep/description/para/literalLayout",3
"abstract_section_para_itemizedlist_listitem_para","/eml/dataset/abstract/section/para/itemizedlist/listitem/para",3
"methods_methodStep_software_abstract_para","/eml/dataset/methods/methodStep/software/abstract/para",3
"spatialVector_additionalInfo_section_para","/eml/dataset/spatialVector/additionalInfo/section/para",3
"methods_methodStep_description_section_section_section_para_orderedlist","/eml/dataset/methods/methodStep/description/section/section/section/para/orderedlist",3
"methods_sampling_samplingDescription_para_orderedlist","/eml/dataset/methods/sampling/samplingDescription/para/orderedlist",2
"methods_sampling_samplingDescription_para_itemizedlist","/eml/dataset/methods/sampling/samplingDescription/para/itemizedlist",2
"_eml_additionalMetadata_metadata_para_literalLayout","/eml/additionalMetadata/metadata/para/literalLayout",2
"_eml_additionalMetadata_metadata_para","/eml/additionalMetadata/metadata/para",2
"intellectualRights_para_orderedlist","/eml/dataset/intellectualRights/para/orderedlist",2
"methods_methodStep_description_section_section_para_ulink","/eml/dataset/methods/methodStep/description/section/section/para/ulink",2
"spatialVector_additionalInfo_section_para_itemizedlist_listitem_para","/eml/dataset/spatialVector/additionalInfo/section/para/itemizedlist/listitem/para",2
"methods_methodStep_description_section_para_orderedlist_listitem_para_subscript","/eml/dataset/methods/methodStep/description/section/para/orderedlist/listitem/para/subscript",2
"methods_methodStep_description_section_para_orderedlist_listitem_para_itemizedlist_listitem_para","/eml/dataset/methods/methodStep/description/section/para/orderedlist/listitem/para/itemizedlist/listitem/para",2
"methods_methodStep_description_section_para_itemizedlist_listitem_para_itemizedlist_listitem_para_subscript","/eml/dataset/methods/methodStep/description/section/para/itemizedlist/listitem/para/itemizedlist/listitem/para/subscript",2
"dataTable_additionalInfo_section_para_ulink","/eml/dataset/dataTable/additionalInfo/section/para/ulink",2
"intellectualRights_section_para_orderedlist","/eml/dataset/intellectualRights/section/para/orderedlist",2
"otherEntity_additionalInfo_para_ulink","/eml/dataset/otherEntity/additionalInfo/para/ulink",2
"methods_methodStep_dataSource_abstract_para","/eml/dataset/methods/methodStep/dataSource/abstract/para",1
"methods_methodStep_subStep_description_para","/eml/dataset/methods/methodStep/subStep/description/para",1
"methods_sampling_citation_additionalInfo_para","/eml/dataset/methods/sampling/citation/additionalInfo/para",1
"purpose_section_para_ulink_citetitle","/eml/dataset/purpose/section/para/ulink/citetitle",1
"dataTable_attributeList_attribute_methods_methodStep_description_section_para","/eml/dataset/dataTable/attributeList/attribute/methods/methodStep/description/section/para",1
"dataTable_attributeList_attribute_methods_methodStep_description_section_section_para_emphasis","/eml/dataset/dataTable/attributeList/attribute/methods/methodStep/description/section/section/para/emphasis",1
"purpose_section_para_ulink","/eml/dataset/purpose/section/para/ulink",1
"methods_methodStep_citation_additionalInfo_para","/eml/dataset/methods/methodStep/citation/additionalInfo/para",1
